UniqueID,wave2.dum,wave3.dum,mg.asp_w2,mg.asp_w3,mg.pln_w1,mg.pln_w2,mg.pln_w3,treat.dum,Region,nonmissing2,nonmissing3,wt2,wt3,bus.location,bus.open,bus.purchases,bus.hire,bus.profit,bus.close,self.suff_w2,efficacy_w2,placeat_w2,self.suff_w3,efficacy_w3,placeat_w3,age,educ,male,bs.exp.now,bs.exp.past,Score,job_w1,top.dest.d_w1,top.dest.d_w2,top.dest.d_w3,nt.mg.afr,nt.mg.good.afr,nt.mg.cnt.afr,nt.mg.out,nt.mg.good.out,nt.mg.cnt.out,gvt.rg.cmpl_w2,gvt.rg.cmpl_w3,bs.supp_w2,bs.supp_w3,nt.bs,nt.bs.cnt,occup,bribes.common_w2,bribes.common_w3,gvt.rg.unpred_w2,gvt.rg.unpred_w3,mg.ab.work_w2,mg.ab.work_w3,mg.ab.tourist_w2,mg.ab.tourist_w3,mg.ab.bw_w2,mg.ab.bw_w3,cvd.rch.econ_w2,cvd.rch.econ_w3,lost.job.dum,lost.job,bw.risk_w2,bw.risk_w3,mg.ab_w2,mg.ab_w3,rsktkr
273,1,1,4,2,2,1,2,0,Lower River Region,TRUE,TRUE,1.0759491792416145,1.4610273087313137,1,1,0,1,1,0,3.42857142857143,3.33333333333333,4,3.71428571428571,3,2,34,2,1,1,0,60,0,0,0,1,3,3,3,10,5,4,4,4,4,2,9,2,Retail/Shop,4,4,4,5,4,3,4,2,1,1,2,1,1,1,8,5,2,2,9
274,1,1,4,5,2,1,2,1,Greater Banjul Area,TRUE,TRUE,1.1546845002753159,1.748170791678848,1,0,0,0,0,0,3.71428571428571,3.66666666666667,2,4,3.33333333333333,1,28,2,1,0,0,60,0,1,1,1,6,2,NA,10,3,1,3,4,2,4,3,1,Student,2,5,3,4,2,5,3,5,1,1,2,4,1,1,NA,2,3,2,0
275,1,1,4,NA,2,1,1,1,West Coast Region,TRUE,TRUE,1.1785201852760812,1.7291464181216811,1,0,0,0,0,1,2.14285714285714,3.33333333333333,1,2.71428571428571,2.66666666666667,2,35,2,1,0,1,60,0,1,1,1,2,NA,NA,30,25,2,2,4,4,1,4,4,Student,4,2,1,2,5,2,1,1,2,1,3,4,1,1,6,7,1,1,10
276,1,1,4,4,1,2,2,0,Greater Banjul Area,TRUE,TRUE,1.1498179525910708,1.6956731712723923,1,0,1,1,1,0,3.14285714285714,3.33333333333333,2,3.42857142857143,3.33333333333333,2,28,2,0,0,1,53,0,1,1,1,5,3,2,7,5,1,2,4,4,4,5,4,Agriculture/farming/fishing/forestry,4,4,2,2,3,2,3,2,3,2,1,2,0,0,5,7,1,3,7
277,1,1,3,4,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0984856027604974,1.3668820943130444,1,1,1,1,1,0,3.28571428571429,3.33333333333333,4,3.28571428571429,3.33333333333333,3,24,2,1,0,0,80,0,1,1,1,4,4,NA,20,20,NA,2,4,3,2,2,2,Student,4,4,2,2,1,2,1,2,1,1,2,4,1,1,7,6,1,2,8
278,1,1,2,2,2,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0984856027604974,1.3668820943130444,0,1,1,1,1,0,3.71428571428571,3.33333333333333,1,3.71428571428571,3.33333333333333,1,31,3,0,1,0,67,1,0,NA,1,3,3,NA,15,10,NA,5,4,3,4,3,2,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",4,4,2,4,1,1,1,2,1,1,3,4,0,2,7,7,1,2,8
279,1,1,4,5,1,2,1,0,Lower River Region,TRUE,TRUE,1.072364315868897,1.2785128829046186,1,0,0,0,1,0,3.71428571428571,4,4,3.71428571428571,4.33333333333333,1,30,3,1,1,0,80,1,0,1,1,1,7,3,40,30,5,2,2,2,1,50,5,Student,5,1,2,2,0,4,2,3,2,2,4,4,0,2,5,7,3,3,8
280,1,1,4,4,2,2,1,0,West Coast Region,TRUE,TRUE,1.0891544493660599,1.3547263900115165,1,0,1,0,1,0,3.14285714285714,3,2,4,4,2,22,2,1,0,0,67,0,1,1,1,5,4,NA,50,30,NA,4,4,2,4,50,7,Student,4,4,5,4,3,1,1,1,4,1,3,1,0,0,10,8,3,2,0
282,1,0,4,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.0420618211660788,1.228993011246999,NA,NA,NA,NA,NA,NA,3.57142857142857,3.33333333333333,3,NA,NA,NA,28,2,1,1,0,60,1,1,1,NA,NA,NA,NA,5,5,NA,5,NA,2,NA,NA,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,NA,4,NA,2,NA,1,NA,1,NA,NA,NA,0,2,10,NA,2,NA,10
283,1,1,4,4,2,NA,1,0,West Coast Region,TRUE,TRUE,1.1070273314420458,1.5601243615105138,1,0,0,0,0,1,3.14285714285714,4,2,3.42857142857143,3.66666666666667,4,26,3,0,1,0,67,0,0,0,NA,NA,NA,NA,10,NA,NA,4,NA,4,2,4,4,Trader/hawker/vendor,1,2,4,4,0,2,4,4,1,1,3,4,1,1,8,8,3,2,10
284,1,1,3,3,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.2830599792658595,1.9237969014028011,0,1,1,1,1,0,4.14285714285714,4,4,4.14285714285714,4,4,26,3,0,1,0,80,1,NA,0,NA,NA,NA,NA,9,NA,NA,3,5,4,4,6,3,Other,2,2,4,2,0,3,3,3,1,1,3,2,0,2,7,8,3,4,6
285,1,0,3,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.0995936712499035,1.502718237645818,NA,NA,NA,NA,NA,NA,4,4.66666666666667,3,NA,NA,NA,27,3,1,1,0,67,0,1,1,NA,5,5,NA,15,NA,1,3,NA,2,NA,10,0,Student,4,NA,3,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,10,NA,3,NA,5
286,1,1,5,4,2,3,2,0,West Coast Region,TRUE,TRUE,1.0426750353766048,1.228331281259967,0,0,0,0,1,0,2.57142857142857,3.33333333333333,2,3.42857142857143,2.66666666666667,2,23,2,0,0,0,47,0,1,1,1,NA,NA,NA,3,3,2,4,4,4,2,1,1,Student,4,4,4,4,5,3,2,3,3,1,NA,4,0,0,5,10,1,2,10
287,1,1,3,2,1,1,1,0,West Coast Region,TRUE,TRUE,1.1661875441258567,1.6074796578639678,0,0,0,0,0,0,4,3.33333333333333,3,3.28571428571429,3.66666666666667,5,23,2,0,0,0,47,0,NA,0,1,NA,NA,NA,NA,NA,NA,2,1,4,4,10,0,NA,4,1,4,4,4,3,3,3,2,2,1,5,0,0,5,10,2,3,8
288,1,1,4,4,NA,2,3,1,Greater Banjul Area,TRUE,TRUE,1.0772863312240646,1.4108897443863753,0,0,0,1,1,0,4.14285714285714,4,1,4.57142857142857,4.33333333333333,1,21,2,0,0,1,47,0,1,1,1,NA,NA,NA,NA,NA,NA,5,1,3,2,10,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",5,3,2,3,2,4,3,3,1,1,NA,1,1,1,10,10,4,5,8
289,1,0,3,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.0581398903623858,1.28334676415571,NA,NA,NA,NA,NA,NA,3.42857142857143,4,2,NA,NA,NA,19,2,0,0,0,47,0,1,1,NA,5,4,2,10,4,1,4,NA,2,NA,2,4,"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government officer",2,NA,4,NA,3,NA,2,NA,1,NA,3,NA,0,0,NA,NA,2,NA,10
290,1,1,2,3,2,1,1,1,West Coast Region,TRUE,TRUE,1.0744182296597378,1.318312829977067,0,1,0,1,1,0,5,4,5,4.42857142857143,3.66666666666667,5,31,2,1,1,0,47,1,1,1,1,4,4,NA,15,5,NA,2,5,5,4,4,1,Retail/Shop,2,2,4,5,1,1,1,0,1,1,3,4,0,2,10,10,3,2,10
291,1,1,4,5,2,2,2,0,Greater Banjul Area,TRUE,TRUE,1.0740825040858109,1.4571601821072355,1,0,0,0,1,0,3.71428571428571,3.33333333333333,2,1.42857142857143,1.66666666666667,2,23,2,1,0,1,67,0,1,1,1,NA,NA,NA,NA,NA,NA,4,5,2,1,NA,0,Student,4,5,4,5,2,3,2,3,1,1,NA,1,0,0,10,10,4,5,5
292,0,0,NA,NA,2,NA,NA,0,Lower River Region,FALSE,FALSE,1.098264799845473,1.5398344931250751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,1,0,1,60,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,8
294,1,1,3,2,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.068567808990403,1.4430480463638509,1,1,1,0,1,1,3.28571428571429,2.66666666666667,5,4,4,4,34,2,1,1,0,53,0,1,1,1,5,3,1,8,4,2,4,4,1,4,10,1,Retail/Shop,4,4,4,2,2,2,1,4,1,1,2,3,1,1,5,10,2,1,10
295,1,1,4,5,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0824177754888782,1.5042415794593145,0,0,1,0,0,0,2.71428571428571,2.66666666666667,5,3.28571428571429,3,5,23,2,1,1,0,73,0,0,0,0,4,2,NA,3,3,NA,4,4,2,2,3,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,3,4,4,0,0,2,0,1,1,1,4,0,0,6,3,1,1,8
296,0,0,NA,NA,1,NA,NA,1,Greater Banjul Area,FALSE,FALSE,1.2222937113592498,1.5442452490170402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,0,0,0,47,1,0,NA,NA,3,3,NA,12,7,1,NA,NA,NA,NA,4,4,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,2,NA,NA,NA,NA,6
297,1,1,NA,4,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.160995250494209,1.70914853473915,1,1,1,0,NA,0,3.42857142857143,3.66666666666667,1,3.14285714285714,3.66666666666667,1,23,2,0,1,0,60,0,1,1,NA,NA,NA,NA,2,2,1,2,4,3,1,15,1,Trader/hawker/vendor,NA,4,4,4,2,NA,2,NA,NA,1,4,1,1,1,NA,10,1,1,9
298,1,1,1,1,3,2,2,1,West Coast Region,TRUE,TRUE,1.0838243734388948,1.327989392966321,1,0,1,1,1,1,4.14285714285714,3.66666666666667,4,2.85714285714286,4.66666666666667,4,25,2,1,0,0,67,0,1,0,0,4,4,NA,8,8,NA,2,4,3,4,5,5,Student,4,1,4,5,2,3,4,4,1,1,3,3,0,0,2,4,5,5,0
299,1,1,3,3,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.0746408794153963,1.3073622251959882,0,0,0,0,0,0,3.28571428571429,3.33333333333333,4,3.28571428571429,3,3,28,2,1,0,0,67,0,1,1,1,NA,NA,NA,NA,NA,NA,3,2,2,3,3,3,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",2,2,3,3,3,3,3,3,1,1,3,3,1,1,5,5,3,3,8
300,1,0,4,NA,1,3,NA,0,Greater Banjul Area,TRUE,FALSE,1.064896984208299,1.3196843187885932,NA,NA,NA,NA,NA,NA,4.57142857142857,4,1,NA,NA,NA,27,2,1,1,0,60,0,1,1,NA,2,NA,1,5,3,NA,5,NA,5,NA,3,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,NA,5,NA,2,NA,2,NA,1,NA,1,NA,1,1,NA,NA,2,NA,10
301,1,1,4,2,1,1,3,1,Upper River Region,TRUE,TRUE,1.042367318846805,1.2286619068791418,1,1,1,1,1,0,3.71428571428571,3.33333333333333,4,4,3.33333333333333,4,36,2,0,1,0,47,0,0,0,1,3,2,2,2,1,NA,4,1,4,4,5,3,Trader/hawker/vendor,4,4,4,2,5,1,2,1,1,1,2,1,1,1,10,NA,2,1,0
302,1,1,2,3,1,1,2,0,Greater Banjul Area,TRUE,TRUE,1.0861610707983382,1.411240266367935,1,0,0,1,1,0,2.57142857142857,2,1,3.85714285714286,3.66666666666667,2,19,2,1,1,0,53,1,1,1,1,NA,NA,NA,6,4,NA,4,4,2,1,2,0,Agriculture/farming/fishing/forestry,4,4,4,4,2,1,2,1,1,1,2,2,0,2,8,7,1,3,7
303,1,1,1,5,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.1689710004318894,1.686456795306852,0,1,1,1,1,0,3.71428571428571,3.33333333333333,2,3.71428571428571,3.33333333333333,1,29,2,0,1,0,60,1,1,1,1,NA,NA,NA,NA,NA,NA,4,4,4,2,3,2,None,4,4,4,4,2,1,1,1,1,1,4,4,0,2,6,6,1,1,0
304,1,1,5,4,2,2,2,0,West Coast Region,TRUE,TRUE,1.082320259542415,1.4381309866982395,1,0,0,0,0,1,4.57142857142857,3.33333333333333,3,3.85714285714286,2.66666666666667,3,29,3,1,0,0,53,1,1,0,0,5,3,3,NA,NA,NA,4,4,1,1,2,3,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",4,4,5,5,2,2,2,2,1,1,2,4,0,2,10,4,1,2,8
305,1,0,1,NA,1,1,NA,0,Lower River Region,TRUE,FALSE,1.0800407289139478,1.4717218229931757,NA,NA,NA,NA,NA,NA,3.42857142857143,3.33333333333333,1,NA,NA,NA,25,3,1,1,0,60,0,1,0,NA,NA,NA,NA,5,5,5,2,NA,2,NA,3,3,Student,4,NA,4,NA,2,NA,0,NA,1,NA,4,NA,1,1,10,NA,1,NA,10
306,1,1,3,4,1,1,2,0,West Coast Region,TRUE,TRUE,1.091234660464667,1.5169027170618499,1,0,0,0,0,0,3.14285714285714,3.66666666666667,5,3.85714285714286,2.66666666666667,1,23,2,1,0,0,53,0,1,0,1,1,1,1,4,1,3,5,4,1,2,0,0,Student,5,4,3,4,1,3,1,0,1,3,4,1,0,0,5,6,1,3,10
309,1,1,3,2,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0522189959804964,1.2095663256550502,1,1,1,1,1,0,4.57142857142857,3.66666666666667,4,3.85714285714286,3.66666666666667,4,29,3,1,1,0,53,1,0,1,1,4,4,1,10,10,6,5,4,4,2,4,2,Trader/hawker/vendor,5,4,4,4,4,1,1,1,1,1,3,2,0,2,4,4,1,2,10
310,1,1,4,4,3,2,1,1,Upper River Region,FALSE,FALSE,NA,NA,1,1,1,0,1,0,4.42857142857143,4,2,3.71428571428571,4,4,27,NA,0,0,1,87,0,1,1,1,1,1,4,20,15,5,4,4,5,2,20,6,Agriculture/farming/fishing/forestry,4,4,4,4,2,2,2,0,2,1,3,4,1,1,5,10,3,2,9
311,1,1,1,2,3,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0328143574707096,1.1736240047175996,1,1,0,1,0,0,4,4.66666666666667,3,4.42857142857143,4,3,29,2,1,0,0,67,0,1,1,0,NA,NA,NA,20,7,5,2,4,3,2,10,10,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,0,4,0,5,2,1,3,2,1,1,7,10,2,5,10
312,1,1,4,5,1,1,1,1,Upper River Region,TRUE,TRUE,1.1428037421971255,1.4734037402853473,0,0,1,0,1,0,4,3.33333333333333,4,3.57142857142857,4,2,27,2,1,1,0,60,1,1,1,1,1,1,NA,8,5,NA,4,5,2,2,6,0,Agriculture/farming/fishing/forestry,4,4,2,4,1,1,1,1,1,1,2,1,0,2,5,5,1,1,10
313,1,1,3,3,1,1,2,1,West Coast Region,TRUE,TRUE,1.083898232224661,1.4768257150457837,0,1,0,0,1,0,3.71428571428571,4.33333333333333,4,3.57142857142857,4,4,20,2,0,0,0,47,0,0,1,1,NA,NA,NA,1,1,NA,4,2,4,3,2,2,Housewife/homemaker,4,4,4,2,2,3,0,2,2,1,2,4,0,0,5,4,2,2,10
314,0,0,NA,NA,1,NA,NA,1,Greater Banjul Area,FALSE,FALSE,1.0817641421511885,1.3252381969093114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,0,1,0,80,0,1,NA,NA,1,1,NA,10,10,2,NA,NA,NA,NA,6,2,Retail/Shop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,8
315,1,1,1,4,1,1,1,1,Upper River Region,TRUE,TRUE,1.1515426558970125,1.6208609678344665,0,0,1,0,1,0,2.42857142857143,3,1,3.71428571428571,2.33333333333333,1,23,2,0,1,0,67,0,1,1,NA,NA,NA,NA,4,1,NA,1,4,1,2,2,0,Agriculture/farming/fishing/forestry,5,2,5,4,5,1,5,1,1,1,NA,4,1,1,5,5,1,1,10
316,1,1,5,2,1,1,1,0,Upper River Region,TRUE,TRUE,1.2178723307642043,1.5381661077544804,1,0,1,0,0,0,4.28571428571429,3.66666666666667,4,3.71428571428571,3.33333333333333,2,35,2,1,1,0,67,1,1,1,1,NA,NA,NA,20,10,NA,4,4,4,2,10,3,Agriculture/farming/fishing/forestry,4,4,4,4,1,4,5,3,1,1,NA,2,0,2,0,7,4,2,10
317,1,1,2,2,1,1,3,0,Greater Banjul Area,TRUE,TRUE,1.120794020158214,1.4564356341866525,1,0,0,0,1,0,2.57142857142857,3.33333333333333,4,3.71428571428571,3.33333333333333,2,24,2,0,1,0,47,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,2,2,15,0,Retail/Shop,4,4,4,4,5,3,5,4,2,2,3,3,0,2,NA,10,5,1,10
318,1,1,2,2,1,1,1,1,Upper River Region,TRUE,TRUE,1.1660399113874491,1.6042632784588902,1,1,0,0,0,1,3.14285714285714,3.33333333333333,5,2.57142857142857,2,4,35,2,1,0,1,47,0,0,0,0,8,1,NA,20,5,NA,4,4,2,2,30,3,Student,4,4,4,4,2,5,2,1,2,1,NA,4,1,1,8,7,1,2,10
319,1,1,4,4,1,1,2,1,Upper River Region,TRUE,TRUE,1.1867562555147877,1.5130821030948842,NA,1,1,0,1,0,3.42857142857143,4,2,3.85714285714286,3.66666666666667,2,22,2,0,0,0,53,0,1,0,1,3,2,NA,10,2,1,2,4,2,3,3,2,Student,4,3,4,4,4,2,2,1,3,3,NA,4,NA,NA,7,6,3,3,10
320,1,1,3,2,2,1,1,1,Lower River Region,TRUE,TRUE,1.1335487314854646,1.5379703410269434,1,1,1,1,1,0,4.57142857142857,3.66666666666667,4,3.57142857142857,3.66666666666667,4,20,2,1,1,0,53,0,1,0,0,5,1,1,5,5,3,2,3,4,4,9,0,Student,4,3,2,3,3,4,3,3,1,1,2,2,1,1,9,10,2,3,10
321,1,1,5,5,1,3,2,0,Greater Banjul Area,TRUE,TRUE,1.0535379180068751,1.2588307972453388,0,0,0,0,0,0,2.28571428571429,3.33333333333333,2,2.28571428571429,3,2,21,3,1,0,0,67,0,0,1,1,1,1,NA,15,15,NA,2,5,2,2,4,1,Student,2,4,4,5,4,3,3,1,1,1,1,1,1,1,6,8,2,3,6
322,1,1,5,2,1,3,1,0,Upper River Region,TRUE,TRUE,1.0503268038606877,1.273633980595031,1,1,1,0,1,0,3.57142857142857,4,3,3.57142857142857,3.33333333333333,4,32,2,1,1,0,60,0,0,1,0,NA,NA,NA,4,2,NA,2,2,2,2,5,2,Agriculture/farming/fishing/forestry,2,2,2,2,2,3,3,5,1,1,4,2,1,1,10,10,3,1,3
323,0,0,NA,NA,1,NA,NA,0,Upper River Region,FALSE,FALSE,1.0622221453893836,1.3009306422550468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,1,0,0,53,0,1,NA,NA,5,3,1,5,3,1,NA,NA,NA,NA,NA,0,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
324,1,0,2,NA,1,1,NA,0,West Coast Region,TRUE,FALSE,1.0625212014694894,1.3000864344552217,NA,NA,NA,NA,NA,NA,4,2.66666666666667,4,NA,NA,NA,23,2,1,0,1,47,1,1,1,NA,NA,NA,NA,5,5,2,4,NA,2,NA,7,0,Student,2,NA,4,NA,2,NA,2,NA,1,NA,4,NA,0,2,10,NA,1,NA,10
326,1,1,5,4,3,2,2,0,West Coast Region,TRUE,TRUE,1.0434937292642443,1.2090556183960988,1,0,0,0,0,1,4,3.33333333333333,2,4,3.33333333333333,1,24,3,1,0,0,47,1,1,1,1,7,4,1,10,5,7,4,2,2,2,5,2,Trader/hawker/vendor,4,4,2,4,3,4,4,4,1,1,4,2,0,2,5,5,2,5,10
327,1,1,5,2,2,1,1,1,Upper River Region,TRUE,TRUE,1.0984856027604974,1.3668820943130444,0,1,1,0,1,0,3.57142857142857,3.33333333333333,3,4,3.66666666666667,2,33,3,1,0,0,60,1,1,1,1,7,5,1,15,8,2,5,5,4,4,4,6,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",5,5,5,5,1,1,1,5,1,1,1,1,0,2,10,8,2,1,0
328,1,1,5,4,1,1,1,1,West Coast Region,TRUE,TRUE,1.0766282994620162,1.340256813075452,1,0,1,1,1,1,4,2.66666666666667,2,3.85714285714286,2.66666666666667,2,21,3,0,0,0,53,0,1,1,1,3,1,NA,2,2,1,5,4,2,2,8,6,Student,4,4,4,4,2,1,3,1,1,1,1,1,1,1,2,8,1,1,10
329,1,1,4,3,2,2,1,0,Greater Banjul Area,TRUE,TRUE,1.0704856633090527,1.449522969887704,0,0,0,0,0,0,5,2.66666666666667,1,4.71428571428571,4,1,22,3,1,0,0,53,0,1,1,1,1,1,3,10,10,3,5,3,2,1,5,6,Student,5,5,5,5,3,1,3,1,1,1,4,4,0,0,5,10,1,2,0
330,1,0,5,NA,3,1,NA,1,West Coast Region,TRUE,FALSE,1.0420618211660788,1.228993011246999,NA,NA,NA,NA,NA,NA,3.14285714285714,3.66666666666667,1,NA,NA,NA,22,3,0,1,0,60,0,1,1,NA,NA,NA,NA,10,7,NA,5,NA,5,NA,2,0,None,5,NA,5,NA,1,NA,1,NA,1,NA,3,NA,0,0,10,NA,1,NA,10
331,1,0,4,NA,1,3,NA,1,Greater Banjul Area,TRUE,FALSE,1.083898232224661,1.4768257150457837,NA,NA,NA,NA,NA,NA,4.14285714285714,3.66666666666667,4,NA,NA,NA,22,2,1,0,0,67,0,1,1,NA,2,2,2,5,3,3,4,NA,5,NA,5,6,Student,4,NA,5,NA,3,NA,2,NA,1,NA,3,NA,1,1,10,NA,2,NA,8
332,1,1,5,5,2,3,1,1,West Coast Region,TRUE,TRUE,1.1111455775517867,1.5387337038792142,1,0,0,1,1,1,4.14285714285714,4,4,4,4,4,29,2,1,1,0,73,1,1,1,1,9,4,3,14,10,2,4,4,4,5,7,2,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",5,4,4,4,3,4,3,2,3,1,3,4,0,2,0,8,3,4,8
333,0,0,NA,NA,1,NA,NA,0,Lower River Region,FALSE,FALSE,1.1320263314668881,1.6446891390225742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,1,0,0,73,0,1,NA,NA,8,5,NA,12,11,8,NA,NA,NA,NA,1,2,Trader/hawker/vendor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,8
334,1,1,5,5,2,2,1,0,Greater Banjul Area,TRUE,TRUE,1.0718531706114236,1.3592917790719863,0,0,0,0,0,0,2.85714285714286,4,4,2.85714285714286,4.33333333333333,1,21,2,1,0,0,67,1,1,1,1,5,2,NA,10,7,4,5,3,2,2,10,8,None,5,4,5,3,4,3,4,5,1,1,3,4,0,2,7,5,2,1,10
335,1,1,3,3,1,1,1,1,Lower River Region,TRUE,TRUE,1.082640697857621,1.5073193912530574,0,0,1,0,1,0,3.28571428571429,4.33333333333333,4,3.85714285714286,4,1,21,2,1,0,0,47,1,1,0,1,5,3,2,4,1,0,4,4,4,4,2,0,None,4,4,4,4,4,3,4,3,1,1,3,4,0,2,5,5,3,2,7
336,1,1,4,4,3,1,3,1,West Coast Region,FALSE,FALSE,NA,NA,1,0,1,0,0,0,4.42857142857143,4.33333333333333,1,4,4.33333333333333,1,21,NA,1,0,0,67,0,1,1,1,NA,NA,NA,5,3,0,4,4,5,3,0,0,"Manual worker (e.g., cleaner, laborer, domestic help, manufacturing worker)",4,4,4,4,4,5,4,5,2,2,2,4,0,0,5,7,1,5,8
337,1,1,4,4,2,1,1,0,West Coast Region,TRUE,TRUE,1.1862386669057114,1.7082680192445405,1,0,0,0,0,1,2.57142857142857,4,3,2.57142857142857,3,2,23,2,0,0,0,47,0,1,1,1,4,3,0,20,17,3,1,2,2,5,8,2,Student,4,2,4,2,4,1,4,1,1,1,4,2,0,0,10,10,1,1,6
338,1,0,4,NA,1,2,NA,0,Greater Banjul Area,TRUE,FALSE,1.101519757349186,1.490224158062682,NA,NA,NA,NA,NA,NA,3.85714285714286,4.66666666666667,2,NA,NA,NA,22,2,0,0,0,60,0,1,1,NA,3,2,0,25,15,5,2,NA,4,NA,NA,0,Retail/Shop,5,NA,5,NA,2,NA,2,NA,2,NA,2,NA,1,1,10,NA,2,NA,8
340,1,1,3,4,1,1,1,0,Upper River Region,TRUE,TRUE,1.1621394045474842,1.7562657806564907,1,1,1,1,1,0,4,3.33333333333333,4,4,3.33333333333333,2,25,2,1,1,0,60,1,1,1,1,NA,NA,NA,NA,NA,NA,4,4,1,2,3,1,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,2,4,0,4,2,2,3,5,0,2,10,10,2,2,8
341,1,1,2,4,1,1,2,1,Lower River Region,TRUE,TRUE,1.0924292540028762,1.4901735557165516,1,1,1,1,1,1,4,3.33333333333333,1,4,3.66666666666667,1,31,2,1,1,0,47,1,1,1,1,NA,NA,NA,5,4,2,4,4,4,4,10,2,Agriculture/farming/fishing/forestry,4,4,4,2,2,3,2,3,1,2,2,3,0,2,10,10,4,4,10
342,0,0,NA,NA,1,NA,NA,0,Lower River Region,FALSE,FALSE,1.0798248199326839,1.468859974983408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,1,1,0,60,1,0,NA,NA,5,5,3,15,8,1,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,2,NA,NA,NA,NA,10
345,1,0,4,NA,1,3,NA,1,West Coast Region,TRUE,FALSE,1.026592840264856,1.169601758322756,NA,NA,NA,NA,NA,NA,3.57142857142857,3.33333333333333,4,NA,NA,NA,25,2,0,0,0,60,0,1,1,NA,9,6,1,1,1,0,4,NA,4,NA,2,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,NA,4,NA,2,NA,2,NA,2,NA,3,NA,0,0,5,NA,2,NA,10
346,1,1,4,4,1,1,1,1,Lower River Region,TRUE,TRUE,1.0686789266615309,1.3627814693028057,0,0,0,0,1,0,3.71428571428571,4,2,4,3.33333333333333,1,27,2,0,0,0,73,0,1,1,1,5,3,1,20,10,1,4,4,2,3,6,3,Housewife/homemaker,4,4,4,4,2,1,2,1,1,1,3,1,0,0,5,7,3,2,10
